"contrast"	"odds.ratio"	"SE"	"df"	"null"	"z.ratio"	"p.value"
"Dissection Angular gyrus AnG seurat / Dissection Anterior cingulate cortex ACC seurat"	1.06532749602062	0.0122041218995721	Inf	1	5.52406244603733	6.18520663131505e-06
"Dissection Angular gyrus AnG seurat / Dissection Dorsolateral prefrontal cortex DFC seurat"	2.08709659357572	0.0292040259350826	Inf	1	52.582860514551	0
"Dissection Angular gyrus AnG seurat / Dissection Primary auditory cortexA1 seurat"	1.02682697393691	0.0117649933345518	Inf	1	2.31055310221995	0.727423306183778
"Dissection Angular gyrus AnG seurat / Dissection Primary somatosensory cortex S1 seurat"	1.01630082923507	0.011654092889056	Inf	1	1.41006012513507	0.997751218805912
"Dissection Angular gyrus AnG seurat / Dissection Primary visual cortexV1 seurat"	1.08572115425808	0.0124262278237514	Inf	1	7.18597089751398	1.26849419856967e-10
"Dissection Angular gyrus AnG seurat / (Human Multiple Cortical Areas SMART-seq seurat)"	2.10256729934167	0.0240767827832144	Inf	1	64.8982914890185	0
"Dissection Angular gyrus AnG seurat / whole cortex seurat"	1.1605064285598	0.0132722714716435	Inf	1	13.0157757492225	0
"Dissection Angular gyrus AnG seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat)"	1.0777242601434	0.0154055066572613	Inf	1	5.23640295796353	3.01979655664697e-05
"Dissection Angular gyrus AnG seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat)"	1.03841153644937	0.0118947135242551	Inf	1	3.29053668073761	0.108615766259823
"Dissection Angular gyrus AnG seurat / Dissection Angular gyrus AnG scvi"	1.04628967171213	0.0123228409780341	Inf	1	3.84204258390914	0.0176760353953507
"Dissection Angular gyrus AnG seurat / Dissection Anterior cingulate cortex ACC scvi"	1.22224910630632	0.0144509555465711	Inf	1	16.9744112615758	0
"Dissection Angular gyrus AnG seurat / Dissection Dorsolateral prefrontal cortex DFC scvi"	3.05470830816712	0.0433867376682476	Inf	1	78.6218186800447	0
"Dissection Angular gyrus AnG seurat / Dissection Primary auditory cortexA1 scvi"	1.00773291499525	0.0118874241601449	Inf	1	0.653020966162382	0.999999987611724
"Dissection Angular gyrus AnG seurat / Dissection Primary somatosensory cortex S1 scvi"	0.981168886293357	0.0116278556737185	Inf	1	-1.60413796459968	0.989165060200888
"Dissection Angular gyrus AnG seurat / Dissection Primary visual cortexV1 scvi"	1.38201783290899	0.0163704465794111	Inf	1	27.3141263919875	0
"Dissection Angular gyrus AnG seurat / (Human Multiple Cortical Areas SMART-seq scvi)"	2.60817057667303	0.0301557980056016	Inf	1	82.9134164353919	0
"Dissection Angular gyrus AnG seurat / whole cortex scvi"	0.899599948975258	0.0106984659998151	Inf	1	-8.89681535758764	1.4122036873232e-13
"Dissection Angular gyrus AnG seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD scvi)"	1.00130466929074	0.0143655461189744	Inf	1	0.0908785500409135	1
"Dissection Angular gyrus AnG seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.991176977423588	0.0118002225792878	Inf	1	-0.744391444617069	0.99999987976344
"Dissection Anterior cingulate cortex ACC seurat / Dissection Dorsolateral prefrontal cortex DFC seurat"	1.95911266851909	0.0272066090140094	Inf	1	48.4252525357554	0
"Dissection Anterior cingulate cortex ACC seurat / Dissection Primary auditory cortexA1 seurat"	0.963860388258513	0.0110374244269964	Inf	1	-3.21438792876907	0.134336981589656
"Dissection Anterior cingulate cortex ACC seurat / Dissection Primary somatosensory cortex S1 seurat"	0.953979722696836	0.0109336146926138	Inf	1	-4.11069139051681	0.00622607065385228
"Dissection Anterior cingulate cortex ACC seurat / Dissection Primary visual cortexV1 seurat"	1.01914308821807	0.0116575890371071	Inf	1	1.65773205289373	0.984333902553884
"Dissection Anterior cingulate cortex ACC seurat / (Human Multiple Cortical Areas SMART-seq seurat)"	1.97363468716945	0.0225698299691721	Inf	1	59.4523112939174	0
"Dissection Anterior cingulate cortex ACC seurat / whole cortex seurat"	1.08934241620038	0.0124493700064938	Inf	1	7.48789974059993	1.34180444533172e-11
"Dissection Anterior cingulate cortex ACC seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat)"	1.01163657576574	0.0143527842886474	Inf	1	0.815452902908898	0.999999435367439
"Dissection Anterior cingulate cortex ACC seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat)"	0.974734567847175	0.0111595933722296	Inf	1	-2.23516554874199	0.778667728401906
"Dissection Anterior cingulate cortex ACC seurat / Dissection Angular gyrus AnG scvi"	0.98212960392029	0.0115562354747659	Inf	1	-1.53248528419122	0.993654656391262
"Dissection Anterior cingulate cortex ACC seurat / Dissection Anterior cingulate cortex ACC scvi"	1.1472989394077	0.0135464644976917	Inf	1	11.637785064384	0
"Dissection Anterior cingulate cortex ACC seurat / Dissection Dorsolateral prefrontal cortex DFC scvi"	2.86738896684592	0.0404165489310933	Inf	1	74.7345559328317	0
"Dissection Anterior cingulate cortex ACC seurat / Dissection Primary auditory cortexA1 scvi"	0.945937205938538	0.0111475999683662	Inf	1	-4.71620168036393	0.000424421867806557
"Dissection Anterior cingulate cortex ACC seurat / Dissection Primary somatosensory cortex S1 scvi"	0.92100212372099	0.0109043165581065	Inf	1	-6.95063915250716	6.9046146577989e-10
"Dissection Anterior cingulate cortex ACC seurat / Dissection Primary visual cortexV1 scvi"	1.29727040564645	0.0153477649488249	Inf	1	21.9986864681004	0
"Dissection Anterior cingulate cortex ACC seurat / (Human Multiple Cortical Areas SMART-seq scvi)"	2.44823360554898	0.0282588814729254	Inf	1	77.5709066835145	0
"Dissection Anterior cingulate cortex ACC seurat / whole cortex scvi"	0.844435117215678	0.0100332683919054	Inf	1	-14.2309875684672	0
"Dissection Anterior cingulate cortex ACC seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.939903149999389	0.013388784685241	Inf	1	-4.35093499841315	0.00226200347804595
"Dissection Anterior cingulate cortex ACC seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.930396503540919	0.0110660663740906	Inf	1	-6.06565409521639	2.48238372968501e-07
"Dissection Dorsolateral prefrontal cortex DFC seurat / Dissection Primary auditory cortexA1 seurat"	0.491988237198785	0.00687998666905194	Inf	1	-50.7221169331819	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / Dissection Primary somatosensory cortex S1 seurat"	0.486944798033468	0.00681691370981384	Inf	1	-51.4026859295177	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / Dissection Primary visual cortexV1 seurat"	0.520206471324822	0.00726877871138625	Inf	1	-46.7713052362982	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / (Human Multiple Cortical Areas SMART-seq seurat)"	1.00741254899921	0.0138964567838567	Inf	1	0.535384985196235	0.99999999963908
"Dissection Dorsolateral prefrontal cortex DFC seurat / whole cortex seurat"	0.55603867695053	0.00775982234905302	Inf	1	-42.0562189959675	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat)"	0.516374883395783	0.00590466557958411	Inf	1	-57.7989811387875	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat)"	0.497538800861304	0.00696776146989224	Inf	1	-49.8471065938164	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / Dissection Angular gyrus AnG scvi"	0.501313487326225	0.00708042357630719	Inf	1	-48.8909760157256	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / Dissection Anterior cingulate cortex ACC scvi"	0.585621724489666	0.00819685527860154	Inf	1	-38.2287079221148	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / Dissection Dorsolateral prefrontal cortex DFC scvi"	1.46361616303232	0.0167774872767964	Inf	1	33.2294289628693	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / Dissection Primary auditory cortexA1 scvi"	0.482839614657579	0.00682051709261292	Inf	1	-51.5417513603097	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / Dissection Primary somatosensory cortex S1 scvi"	0.470111871828783	0.00665993114040039	Inf	1	-53.2788084059285	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / Dissection Primary visual cortexV1 scvi"	0.662172434741629	0.0093362792934931	Inf	1	-29.2372216422178	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / (Human Multiple Cortical Areas SMART-seq scvi)"	1.24966452664492	0.0172344180741233	Inf	1	16.1606357055376	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / whole cortex scvi"	0.431029379159696	0.00612624595203774	Inf	1	-59.211675138852	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.479759620313145	0.00566238017612683	Inf	1	-62.2298541045451	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.474907093650829	0.00674800758942714	Inf	1	-52.40553673504	0
"Dissection Primary auditory cortexA1 seurat / Dissection Primary somatosensory cortex S1 seurat"	0.98974886230201	0.0113453697006638	Inf	1	-0.898905420230453	0.99999716505397
"Dissection Primary auditory cortexA1 seurat / Dissection Primary visual cortexV1 seurat"	1.05735550566555	0.0120969202687998	Inf	1	4.87477446044306	0.000195690013189309
"Dissection Primary auditory cortexA1 seurat / (Human Multiple Cortical Areas SMART-seq seurat)"	2.04763543684514	0.0234325292393636	Inf	1	62.6270849599117	0
"Dissection Primary auditory cortexA1 seurat / whole cortex seurat"	1.13018693316008	0.0129201565865328	Inf	1	10.7054213469871	1.80855330711438e-13
"Dissection Primary auditory cortexA1 seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat)"	1.04956753912623	0.0149959183630008	Inf	1	3.38600141108452	0.082070395597498
"Dissection Primary auditory cortexA1 seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat)"	1.01128190318964	0.0115794092337428	Inf	1	0.979782788749991	0.999988653046419
"Dissection Primary auditory cortexA1 seurat / Dissection Angular gyrus AnG scvi"	1.01895421358148	0.011995598459137	Inf	1	1.59497839693144	0.989853493918164
