"method"	"cutoff"	"fit"	"se"	"lower"	"upper"
"seurat"	0	0.977947767304811	0.00698320021339618	0.959198915318549	0.988187276408837
"scvi"	0	0.976635089129715	0.0073888143704917	0.956819954360175	0.987476164399584
"seurat"	0.05	0.975791011115629	0.00764912388506088	0.955292810468028	0.987018522688702
"scvi"	0.05	0.969711633108515	0.00951015609047176	0.944360121774032	0.983711329232051
"seurat"	0.1	0.973429050632245	0.00837496473312401	0.951031747552509	0.98573583052535
"scvi"	0.1	0.960818933679703	0.0121893079965211	0.928573216203224	0.978839022306369
"seurat"	0.15	0.970843530129873	0.00916538248185377	0.946387247931358	0.984328440654392
"scvi"	0.15	0.949451427303731	0.0155394680312795	0.908739754241292	0.972550013900648
"seurat"	0.2	0.968014688976993	0.0100252487289499	0.941329292417306	0.98278464934966
"scvi"	0.2	0.935008977016096	0.0196751517141364	0.884086319906141	0.964459845461646
"seurat"	0.25	0.964921302760946	0.0109596230938597	0.935826389780051	0.981091740311635
"scvi"	0.25	0.916801700551658	0.0246964437823497	0.853843834400225	0.954097923215795
"seurat"	0.5	0.944635608792728	0.016934195893846	0.900449961497946	0.969865627546745
"scvi"	0.5	0.743921382893205	0.0616794997703713	0.606318964480799	0.845670067995079
"seurat"	0.75	0.913668457114114	0.0255430531317661	0.848717652110807	0.952300823623118
"scvi"	0.75	0.433702053526453	0.0795247921496543	0.288765827370555	0.590941907578819
