"method"	"cutoff"	"fit"	"se"	"lower"	"upper"
"seurat"	0	0.922186736228361	0.0298388450227963	0.839893066536227	0.963995372196955
"scvi"	0	0.93956397223712	0.0236119251167085	0.873119642834444	0.972316181507909
"seurat"	0.05	0.919961782226356	0.0306178089188734	0.835734858928843	0.962917629274047
"scvi"	0.05	0.927280594708401	0.0280393487429757	0.849495610964786	0.966451707094974
"seurat"	0.1	0.917678888106161	0.0314128134397696	0.831490180130043	0.961808941554379
"scvi"	0.1	0.912732551753156	0.0331207340232957	0.822367750409968	0.959396823906971
"seurat"	0.15	0.915336872393221	0.0322239394512658	0.827158354606251	0.960668499039273
"scvi"	0.15	0.895601740784927	0.0388785830276363	0.791549906807932	0.950933722208218
"seurat"	0.2	0.912934548448817	0.0330512519025212	0.822738762228219	0.95949547523961
"scvi"	0.2	0.875566565653552	0.0453030045879387	0.756965363065242	0.940815480447395
"seurat"	0.25	0.910470725689209	0.0338947987713345	0.818230841489078	0.958289027132747
"scvi"	0.25	0.852320433378127	0.0523387043557848	0.718681947404426	0.928767046863939
"seurat"	0.5	0.89718735344768	0.0383564021936989	0.794351171343595	0.951724758149475
"scvi"	0.5	0.681788868700816	0.090212246839589	0.486757890368994	0.828777905361371
"seurat"	0.75	0.882188160249244	0.04321934551246	0.768218425857427	0.944188955082282
"scvi"	0.75	0.44302162194239	0.102606315190945	0.260395585158943	0.642469305545671
