method	reference	cutoff	subsample_ref	score_inner	held_out_study
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.15	500	0.6206330855277779	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.2	50	0.5465847535793651	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.2	100	0.5849561321666666	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.2	500	0.6131591722142857	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.25	50	0.48652939459126987	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.25	100	0.5497671196388889	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.25	500	0.5932687226031746	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.5	50	0.25162267031111113	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.5	100	0.3164243083202381	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.5	500	0.36462630071190477	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.75	50	0.06701083508134921	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.75	100	0.06552489659027777	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.75	500	0.15363433671686508	GSE124952
scvi	whole cortex	0.0	50	0.6781105718174603	GSE124952
scvi	whole cortex	0.0	100	0.6877901808928572	GSE124952
scvi	whole cortex	0.0	500	0.6759776841746031	GSE124952
scvi	whole cortex	0.05	50	0.6781105718174603	GSE124952
scvi	whole cortex	0.05	100	0.6877901808928572	GSE124952
scvi	whole cortex	0.05	500	0.6759776841746031	GSE124952
scvi	whole cortex	0.1	50	0.6781105718174603	GSE124952
scvi	whole cortex	0.1	100	0.6877901808928572	GSE124952
scvi	whole cortex	0.1	500	0.6759164103412698	GSE124952
scvi	whole cortex	0.15	50	0.6779919761666666	GSE124952
scvi	whole cortex	0.15	100	0.6886451121071429	GSE124952
scvi	whole cortex	0.15	500	0.6758035205357142	GSE124952
scvi	whole cortex	0.2	50	0.665372646313492	GSE124952
scvi	whole cortex	0.2	100	0.6781011954761905	GSE124952
scvi	whole cortex	0.2	500	0.6702478363611112	GSE124952
scvi	whole cortex	0.25	50	0.6496331457579365	GSE124952
scvi	whole cortex	0.25	100	0.6507909866984127	GSE124952
scvi	whole cortex	0.25	500	0.6566203789722223	GSE124952
scvi	whole cortex	0.5	50	0.45109524173611115	GSE124952
scvi	whole cortex	0.5	100	0.47761879489285713	GSE124952
scvi	whole cortex	0.5	500	0.5289259792380953	GSE124952
scvi	whole cortex	0.75	50	0.2508116928218254	GSE124952
scvi	whole cortex	0.75	100	0.3004241511833333	GSE124952
scvi	whole cortex	0.75	500	0.35907928525039684	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	50	0.6986908409246032	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.6886812784880952	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	500	0.6861508078373015	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.05	50	0.6986908409246032	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.05	100	0.6886812784880952	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.05	500	0.6861508078373015	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.1	50	0.6986908409246032	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.1	100	0.6886812784880952	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.1	500	0.6861508078373015	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.15	50	0.6986908409246032	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.15	100	0.6886812784880952	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.15	500	0.6861508078373015	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.2	50	0.6986908409246032	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.2	100	0.6886812784880952	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.2	500	0.6861508078373015	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.25	50	0.6983650157579365	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.25	100	0.6886358724166667	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.25	500	0.6861508078373015	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.5	50	0.692001941170635	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.5	100	0.671701900015873	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.5	500	0.6768234671984127	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.75	50	0.6581864884007936	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.75	100	0.6290444559920635	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.75	500	0.6261109863611112	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	50	0.6705457632222221	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	100	0.6678140893412698	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	500	0.6689425982103175	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.05	50	0.6705457632222221	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.05	100	0.6678140893412698	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.05	500	0.6689425982103175	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.1	50	0.6705457632222221	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.1	100	0.6678140893412698	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.1	500	0.6689425982103175	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.15	50	0.6705457632222221	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.15	100	0.6678140893412698	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.15	500	0.6689425982103175	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.2	50	0.6705457632222221	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.2	100	0.6678140893412698	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.2	500	0.6689425982103175	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.25	50	0.6705741255714286	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.25	100	0.667872910111111	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.25	500	0.6689627268769841	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.5	50	0.6644723191071429	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.5	100	0.6615836564682539	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.5	500	0.6625302091984127	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.75	50	0.6323442024246032	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.75	100	0.6271097372142856	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.75	500	0.6322057053015873	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	50	0.6476905169920635	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	100	0.6200779014603175	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	500	0.5671978681309523	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.05	50	0.6476905169920635	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.05	100	0.6200779014603175	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.05	500	0.5671978681309523	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.1	50	0.6476905169920635	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.1	100	0.6200779014603175	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.1	500	0.5671978681309523	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.15	50	0.6476905169920635	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.15	100	0.6200779014603175	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.15	500	0.5671978681309523	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.2	50	0.6476905169920635	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.2	100	0.6200779014603175	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.2	500	0.5671978681309523	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.25	50	0.6477245584920636	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.25	100	0.6201119429603175	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.25	500	0.5671978681309523	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.5	50	0.6347137613928572	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.5	100	0.6098973846269841	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.5	500	0.5559948960674603	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.75	50	0.5787832693611111	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.75	100	0.547553510670635	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.75	500	0.5076041232460318	GSE124952
seurat	whole cortex	0.0	50	0.6332679582619047	GSE124952
seurat	whole cortex	0.0	100	0.7075135443095238	GSE124952
seurat	whole cortex	0.0	500	0.7323016592896825	GSE124952
seurat	whole cortex	0.05	50	0.6332679582619047	GSE124952
seurat	whole cortex	0.05	100	0.7075135443095238	GSE124952
seurat	whole cortex	0.05	500	0.7323016592896825	GSE124952
seurat	whole cortex	0.1	50	0.6332679582619047	GSE124952
seurat	whole cortex	0.1	100	0.7075135443095238	GSE124952
seurat	whole cortex	0.1	500	0.7323016592896825	GSE124952
seurat	whole cortex	0.15	50	0.6332679582619047	GSE124952
seurat	whole cortex	0.15	100	0.7075135443095238	GSE124952
seurat	whole cortex	0.15	500	0.7323016592896825	GSE124952
seurat	whole cortex	0.2	50	0.6335670980079365	GSE124952
seurat	whole cortex	0.2	100	0.7075135443095238	GSE124952
seurat	whole cortex	0.2	500	0.7323000310515874	GSE124952
seurat	whole cortex	0.25	50	0.6326220305158731	GSE124952
seurat	whole cortex	0.25	100	0.7075135443095238	GSE124952
seurat	whole cortex	0.25	500	0.7325986414801587	GSE124952
seurat	whole cortex	0.5	50	0.5970018970476191	GSE124952
seurat	whole cortex	0.5	100	0.6879765946706349	GSE124952
seurat	whole cortex	0.5	500	0.7139533840277777	GSE124952
seurat	whole cortex	0.75	50	0.4824097286111111	GSE124952
seurat	whole cortex	0.75	100	0.6021210671269841	GSE124952
seurat	whole cortex	0.75	500	0.6022756620119047	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	50	0.6187451770873016	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.6398705870396825	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	500	0.6486726399246031	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.05	50	0.6187451770873016	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.05	100	0.6398705870396825	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.05	500	0.6486726399246031	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.1	50	0.6187766710555556	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.1	100	0.6398705870396825	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.1	500	0.6486726399246031	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.15	50	0.6179603634761904	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.15	100	0.6402517419444445	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.15	500	0.6492823323214285	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.2	50	0.6109973701587302	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.2	100	0.633587296186508	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.2	500	0.6524204251944444	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.25	50	0.5968721851269841	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.25	100	0.617324416420635	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.25	500	0.6474927845277777	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.5	50	0.4359465510238096	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.5	100	0.48324013226587303	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.5	500	0.5473127005396825	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.75	50	0.25333341982261903	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.75	100	0.30288213120992064	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.75	500	0.3835709655515873	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	50	0.6545688330753968	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	100	0.6548165353809524	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	500	0.6554406969761905	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.05	50	0.6545688330753968	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.05	100	0.6548165353809524	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.05	500	0.6554406969761905	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.1	50	0.6545688330753968	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.1	100	0.6548165353809524	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.1	500	0.6554406969761905	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.15	50	0.6536631764960318	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.15	100	0.6567883860357143	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.15	500	0.6541264330119048	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.2	50	0.6434390908690476	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.2	100	0.647649267734127	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.2	500	0.6510476179166667	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.25	50	0.6190429307142857	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.25	100	0.6275009883293651	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.25	500	0.6340399308253969	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.5	50	0.4306914053373016	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.5	100	0.481607350952381	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.5	500	0.5190244091626984	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.75	50	0.24657084663373016	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.75	100	0.3096264828119048	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.75	500	0.36582273770833335	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	50	0.5852955217420636	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	100	0.6138901224007937	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	500	0.6287852164801587	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.05	50	0.5852955217420636	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.05	100	0.6138901224007937	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.05	500	0.6287852164801587	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.1	50	0.5852062359087301	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.1	100	0.6138901224007937	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.1	500	0.6287852164801587	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.15	50	0.5815799733095238	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.15	100	0.609773022031746	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.15	500	0.62993947825	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.2	50	0.5510868968293651	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.2	100	0.5916251921111111	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.2	500	0.6197023567976191	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.25	50	0.4925107063134921	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.25	100	0.5513522479722223	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.25	500	0.5962032990753968	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.5	50	0.24907685415555555	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.5	100	0.31506370287579366	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.5	500	0.3664806427119047	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.75	50	0.07175024885634922	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.75	100	0.06266309938749999	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.75	500	0.15058877646686508	GSE181021.2
